,Unnamed: 0.1,Unnamed: 0,CNPJ B,CNPJ O,CNPJ DV,MATRIZ/FIL,NOME FANT,STC,DATA STC,MOTIVO STC,CD EXT,PAIS,DT IN ATV,CNAE PRINCP,CNAE SECND,TIPO LOGR,LOGRD,NUMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICIPIO,DDD1,TELEFONE1,DDD2,TELEFONE2,DDDFAX,FAX,CORREIO ELET,ST ESPC,DATA ST ESPC,CNAE PRINCIP
161,161,33,36406167,1,2,1,QUARTEL GENERAL DA ESFIHA,2,2020-02-17,0,,,2020-02-17,"Lanchonetes, casas de chá, de sucos e similares","4742300,4752100,4751201,4322303,4729699,4759899,4321500,4754703,4753900,4772500,4744001",10A AVENIDA,JOAQUIM ALVES DOS SANTOS,557,,CENTRO,63400000.0,CE,1375,88.0,92087712.0,,,,,QGDAESFIHA@GMAIL.COM,,,5611203
162,162,34,37531815,1,7,1,CASA DO PARAFUSO,2,2020-06-25,0,,,2020-06-25,Comércio varejista de materiais de construção em geral,"4742300,4744003,4741500,4754703,4744001",RUA,DEPUTADO LIBERATO MOACIR DE AGUIAR,128,,CENTRO,63400000.0,CE,1375,88.0,99941721.0,,,,,CLEBIO.CONTABILIDAE@HOTMAIL.COM,,,4744099
163,163,35,38560676,1,2,1,DEPOSITO MAE RAINHA,2,2020-09-18,0,,,2020-09-18,Comércio varejista de materiais de construção em geral,"4742300,4744004,4744003,4712100,4713002,4741500,4754703,4744002,4789004",SITIO,AGROVILA,S/N,,DISTRITO SAO MIGUEL,63400000.0,CE,1375,88.0,93264297.0,,,,,ROMARIOCEDRO2018@GMAIL.COM,,,4744099
164,164,36,38387324,1,5,1,IMPERIUM COLLECTION LTDA,2,2020-09-09,0,,,2020-09-09,Comércio varejista de artigos do vestuário e acessórios,"4713002,4754701,4774100,4782201,4783102,4789099",RUA,VEREADOR SALUSTIANO DE MOURA,299,,CENTRO,63400000.0,CE,1375,88.0,97108108.0,,,,,MAMATOS.ADM@GMAIL.COM,,,4781400
165,165,37,40714983,1,42,1,MAZINHO PAPELARIA,2,2021-02-04,0,,,2021-02-04,Comércio varejista de artigos de papelaria,"8219901,4751201,1822901",RUA,SAO JOSE,1638,LETRA A,PEGA AVOANTE,63400000.0,CE,1375,85.0,98503126.0,,,,,VANESSA2011@GMAIL.COM,,,4761003
166,166,38,30718125,1,12,1,ANA LUCIA PEREIRA SILVA,2,2018-06-16,0,,,2018-06-16,Comércio varejista de artigos do vestuário e acessórios,4755503,10A RUA,Vicentina de Albuquerque,102,,Fatima,63400000.0,CE,1375,88.0,99868092.0,,,,,silvaanalucia290@gmail.com,,,4781400
167,167,39,29806099,2,86,2,J M MATERIAIS DE CONSTRUCAO,2,2021-05-26,0,,,2021-05-26,Comércio varejista de materiais de construção em geral,"4741500,4744001",RUA,FAZENDDA SANTA ISABEL,25,,VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,99417217.0,88.0,81524111.0,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4744099
168,168,40,42392774,1,55,1,MILLENA,2,2021-06-19,0,,,2021-06-19,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,4721103,11A RUA,RUA2 JOSE PEREIRA MAGALHAES,19,CASA,DIVISAO,63400000.0,CE,1375,88.0,35641239.0,,,,,MIRLAMILLENA123@GMAIL.COM,,,4729699
169,169,41,42928817,1,74,1,DOCE SONHO,2,2021-07-30,0,,,2021-07-30,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,,10A RUA,ANTONIO VALDER VIANA,174,,CENTRO,63400000.0,CE,1375,88.0,93849831.0,,,,,DALILAFERNANDESDAF@GMAIL.COM,,,5620104
170,170,42,43117529,1,0,1,CITY CREDITOS,2,2021-08-13,0,,,2021-08-13,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,6619302,SITIO,MUNDO NOVO,231,,VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,81115331.0,,,,,ADM@CITYCREDITOS.COM.BR,,,6619399
171,171,43,43486289,1,3,1,VARIEDADES DO PEBA,2,2021-09-13,0,,,2021-09-13,Comércio varejista de produtos saneantes domissanitários,"4789099,4781400,4713002,4755502,4759801,4755503,4782201,4783101",RUA,RAIMUNDO GUEDES MARTINS,363,,VILA OPERARIA,63400000.0,CE,1375,88.0,99322134.0,,,,,ADSCEDRO@GMAIL.COM,,,4789005
172,172,45,43773800,1,58,1,MBF,2,2021-10-05,0,,,2021-10-05,Reparação e manutenção de computadores e de equipamentos periféricos,3313999,SITIO,MUNDO NOVO,822,,DISTRITO VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,97038755.0,,,,,MARY.BF2@HOTMAIL.COM,,,9511800
173,173,46,26731295,1,60,1,CARCARA SISTEMAS,2,2021-05-27,0,,,2016-12-18,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,"5819100,6190699,8599603",10A RUA,OBI JUCA DINIZ,177,,PRADO,63400000.0,CE,1375,88.0,96979903.0,,,,,ARTHURCVM@HOTMAIL.COM,,,8219999
174,174,47,44531711,1,68,1,INTERFASE GRISOSTE,2,2021-12-08,0,,,2021-12-08,"Edição de cadastros, listas e de outros produtos gráficos",6399200,SITIO,GANGORRA,1175,,CANDEIAS,63400000.0,CE,1375,88.0,99637009.0,,,,,NGRISOSTE@GMAIL.COM,,,5819100
175,175,48,44816915,1,45,1,ESMALTERIA ESPACO DA JO,2,2022-01-11,0,,,2022-01-11,"Cabeleireiros, manicure e pedicure",,RUA,RUA SAO JOSE,1155,CONJ,PEGA AVOANTE,63400000.0,CE,1375,88.0,96856247.0,,,,,JOCELIASILVA0017@GMAIL.COM,,,9602501
176,176,52,47318867,1,53,1,CONECCAO INFORMAL,2,2022-07-27,0,,,2022-07-27,Promoção de vendas,,RUA,PROFESSOR NATANAEL CORTEZ,959,APT,BAIRRO,63400000.0,CE,1375,88.0,81027940.0,,,,,GESSIOARAUJO@GMAIL.COM,,,7319002
177,177,53,47822257,1,92,1,ACADEMIA DELTA,2,2022-09-02,0,,105.0,2022-09-02,Atividades de condicionamento físico,,RUA,SAO JOSE,879,ANEXO 01,PEGA AVOANTE,63400000.0,CE,1375,88.0,93755419.0,0.0,0.0,,,ACADEMIADELTACEDRO@GMAIL.COM,,,9313100
178,178,55,48114398,1,13,1,G MOVEIS & ELETROS,2,2022-09-28,0,,,2022-09-28,Comércio varejista de móveis,"4742300,4752100,4721103,4751201,4729699,4759801,4755503,4721102,4754703,4753900,4744002,4789005",10A RUA,JOAO BATISTA MORENO,10,,SEM BAIRRO,63400000.0,CE,1375,88.0,93421834.0,,,,,ITALO.MOVEISELETROS@GMAIL.COM,,,4754701
179,179,56,48501995,1,9,1,RR GAS,2,2022-11-03,0,,105.0,2022-11-03,Comércio varejista de gás liqüefeito de petróleo (GLP),4930203,RUA,ZE PAJE,335,,CENTRO,63400000.0,CE,1375,88.0,35116208.0,0.0,0.0,,,ASCONTCONTABIL@HOTMAIL.COM,,,4784900
180,180,57,50739296,1,35,1,AURICIO MOTO PECAS,2,2023-05-19,0,,,2023-05-19,Manutenção e reparação de motocicletas e motonetas,4541206,VILA,VARZEA DA CONCEICAO,320,,VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,99433800.0,,,,,PAULAMAIAJPA@GMAIL.COM,,,4543900
181,181,65,7142029,3,19,2,COCEDRO,2,2005-11-03,0,,,1977-04-29,Atividades de associações de defesa de direitos sociais,"9493600,9499500",RUA,SENADOR JOAO TOME,50,A,CENTRO,63400000.0,CE,1375,,,,,,,,,,9430800
182,182,67,4279784,1,90,1,MERCADINHO BARATEIRO,2,2005-11-03,0,,,2001-01-19,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,CEL JOSE DE ALBUQUERQUE,521,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
183,183,68,34028316,2343,68,2,AC CEDRO,2,2005-11-03,0,,,1974-04-15,Atividades do Correio Nacional,,RUA,ADAUTO CASTELO,233,,CENTRO,63400970.0,CE,1375,88.0,35641709.0,,,,,CEACCEDRO@CORREIOS.COM.BR,,,5310501
184,184,70,7141013,1,20,1,CASA OLINDA,2,2005-11-03,0,,,1966-08-18,Comércio varejista de materiais de construção em geral,"4741500,4744001,4744002",RUA,VER.SALUSTIANO MOURA,530,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4744099
185,185,71,7142607,1,55,1,SANTA CASA DE CEDRO - HOSP MAT ZULMIRA SEDRIM DE AGUIAR,2,2005-09-24,0,,,1988-03-04,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,"8610101,8630501,8630502,8630599,8640299",PRACA,ARISTIDES MILITAO,222,,FATIMA,63400000.0,CE,1375,,,,,,,,,,8610102
186,186,72,11582129,1,71,1,CEMOL,2,2002-04-27,0,,,1986-08-27,Comércio varejista de artigos do vestuário e acessórios,,RUA,VEREADOR SALUSTIANO MOURA,551,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
187,187,73,12478525,1,16,1,ASCOMN,2,2005-11-03,0,,,1990-11-19,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SETOR,MUNDO NOVO,SN,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,9430800
188,188,74,7855403,1,61,1,MAGAZINE CEDRENCE,2,2023-04-23,0,,,2006-01-27,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,4744001,RUA,CORONEL JOSE DE ALBUQUERQUE,407,,CENTRO,63400000.0,CE,1375,88.0,35365121.0,88.0,93126138.0,88.0,35365121.0,CREDIARIOBOMJESUS@BOL.COM.BR,,,4753900
189,189,76,982658,1,46,1,ACJAC,2,2005-11-03,0,,,1995-12-26,Atividades de associações de defesa de direitos sociais,"9493600,9499500",RUA,ROSITA AFONSO DE ARAUJO,114,,JD. AFONSO CELSO,63400000.0,CE,1375,,,,,,,,,,9430800
190,190,78,7308899,1,53,1,HILTON AUTO PECAS,2,,0,,,2005-02-28,Comércio a varejo de peças e acessórios novos para veículos automotores,,RUA,JOAO VITORINO BEZERRA,184,,PEDRA AVOANTE,63400000.0,CE,1375,,,,,,,,,,4530703
191,191,80,7469690,1,71,1,ASSAUBA,2,2005-05-13,0,,,2005-05-13,Atividades de apoio à pesca em água salgada,0312404,,AGROVILA,S/N,,DISTRITO UBALDINHO,63400000.0,CE,1375,88.0,35642003.0,,,,,DALVES19@IG.COM.BR,,,311604
192,192,81,7513336,12,50,2,PAROQUIA SAO JOAO BATISTA,2,2007-07-11,0,,,2007-07-11,Atividades de organizações religiosas ou filosóficas,,RUA,SENADOR JOAO TOME,160,,CENTRO,63400000.0,CE,1375,88.0,35814419.0,,,,,,,,9491000
193,193,82,20276984,1,45,1,PREDILETA,2,2014-05-19,0,,,2014-05-19,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4781400,4782201,4783102",RUA,SAO JOSE,914,,CENTRO,63400000.0,CE,1375,88.0,96755737.0,,,,,MISSDIALINHA@HOTMAIL.COM,,,4772500
194,194,0,12144161,1,38,1,MERCADINHO VIEIRA,2,2010-06-24,0,,,2010-06-24,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4721102,4772500,4789005",10A RUA,RUA CORONEL JOAO CANDIDO,464,,CENTRO,63400000.0,CE,1375,88.0,99708730.0,,,,,KEROLCEFET@YAHOO.COM.BR,,,4712100
195,195,2,17338704,1,71,1,ESPACO DE BELEZA FLOR DE PITANGA,2,2012-12-26,0,,,2012-12-26,Comércio varejista de artigos do vestuário e acessórios,"4789001,4763601,4772500,4782201",RUA,CEL JOAO CANDIDO DE MOURA,229,,FATIMA,63400000.0,CE,1375,88.0,98201771.0,,,,,AGUIDABAPONTES@GMAIL.COM,,,4781400
196,196,3,9651185,1,79,1,FARMASER - FARMACIA CLINICA,2,2022-05-27,0,,,2008-06-26,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas","4771702,4771703,4772500,8650099",RUA,NOSSA SENHORA DA CONCEICAO,98,,VARZEA DA CONCEICAO,63400000.0,CE,1375,85.0,99227722.0,,,85.0,32260766.0,IRENILDE_SANTOS@HOTMAIL.COM,,,4771701
197,197,4,21682148,1,23,1,MERCEARIA FERREIRA,2,2015-01-14,0,,,2015-01-14,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4723700,4724500",SITIO,COBRA,2300,: TERREO;,DISTRITO SANTO ANTONIO,63400000.0,CE,1375,88.0,92335067.0,,,,,,,,4712100
198,198,7,3667752,2,80,2,BOMBONIERE E DESCARTAVEIS 2 IRMAOS,2,2015-06-09,0,,,2015-06-09,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",,TRAVESSA,ANTONIO PEREIRA,130,,PRADO,63400000.0,CE,1375,88.0,99980203.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,5611205
199,199,8,22923712,1,15,1,JUVITA CONTABILIDADE,2,2015-07-24,0,,,2015-07-24,Atividades de contabilidade,,AVENIDA,PEDRO LOPES VIEIRA,304,,CENTRO,63400000.0,CE,1375,88.0,35640526.0,,,,,lucysantana@hotmail.com,,,6920601
200,200,9,24165831,1,81,1,RR ARTESANATOS,2,2016-02-15,0,,,2016-02-15,Fabricação de produtos diversos não especificados anteriormente,"4744099,4541206,4789001",SITIO,CURICACA,S/N,CASA,ZONA RURAL,63400000.0,CE,1375,88.0,92201973.0,,,,,areginaldosb@bol.com.br,,,3299099
201,201,10,25074396,1,42,1,ASCOPAC,2,2016-06-24,0,,,2016-06-24,Atividades de associações de defesa de direitos sociais,,SITIO,UMARI TORTO,SN,,ZONA RURAL,63400000.0,CE,1375,88.0,96104492.0,,,,,COMUNITARIACONVIVERPARACRESCER@GMAIL.COM,,,9430800
202,202,11,25143799,1,4,1,"ELETROFRIO -REFRIGERACAO AUTOMOTIVA,DOMESTICA,E MOTORES",2,2021-09-30,0,,,2016-07-06,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,"4742300,4744099,8599605,3319800,4322302,8599604,4732600,4757100,4530703,3313901,3321000",RUA,PREFEITO ANTONIO ALVES DOS SANTOS,171,,FATIMA,63400000.0,CE,1375,88.0,99052484.0,,,,,assistencia.eletrofrio@gmail.com,,,3314707
203,203,12,22815938,1,0,1,REI DAS REDES,2,2015-07-09,0,,,2015-07-09,Comércio varejista de móveis,"4751201,4752100,4753900,4755502,4763602,4783101,4789007",RUA,VEREADOR SALUSTIANO DE MOURA,543,,CENTRO,63400000.0,CE,1375,88.0,81033559.0,,,,,REIDASREDE@GMAIL.COM,,,4754701
204,204,14,29123724,1,4,1,MERCANTIL RIBEIRO,2,2017-11-22,0,,,2017-11-22,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4721103,4722901,4722902,4723700,4724500",RUA,DEPUTADO LIBERATO MOACIR DE AGUIAR,120,,CENTRO,63400000.0,CE,1375,88.0,97548701.0,,,,,TCOSTA10S@GMAIL.COM,,,4712100
205,205,16,29657088,1,9,1,LUANA MODA INTIMA,2,2018-02-08,0,,,2018-02-08,Comércio varejista de artigos do vestuário e acessórios,"4755503,4782201,4772500",RUA,CEL JOSE DE ALBUQUEQUE,577,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,4781400
206,206,17,29751698,1,69,1,MERCEARIA SAO RAIMUNDO,2,2018-02-22,0,,,2018-02-22,Comércio varejista de bebidas,"4755502,4721103,4789005,4772500",RUA,FRANCISCO DUARTE,599,,ALTO DA FLORESTA,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,4723700
207,207,20,32302032,1,38,1,GABRYELL PRODUTOS NATURAIS,2,2018-12-21,0,,,2018-12-21,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4781400,4729699,4782201",SITIO,PITOMBEIRA,450,,ZONA RURAL,63400000.0,CE,1375,88.0,94919350.0,,,,,gabryellprodutosnaturais@gmail.com,,,4772500
208,208,21,32691633,1,80,1,CAPRIL JG CONSULTORIAS,2,2019-02-07,0,,,2019-02-07,Treinamento em desenvolvimento profissional e gerencial,"4789004,7020400,7490103",RUA,SINHA DE ALCANTARA,483,SALA A,DIVISAO,63400000.0,CE,1375,88.0,92214481.0,,,,,JOAQUIMCEDRO@YAHOO.COM.BR,,,8599604
209,209,22,32946849,1,49,1,FABRICA PAOARTE,2,2019-03-06,0,,,2019-03-06,Fabricação de produtos de panificação industrial,"1091102,4721102",RUA,VICENTINA DE ALBUQUERQUE,187,,FATIMA,63400000.0,CE,1375,88.0,98034438.0,,,,,ALBERTODONASCIMENTO970@GMAIL.COM,,,1091101
210,210,24,35596551,1,44,1,MERCADINHO MENOR PRECO,2,2019-11-23,0,,,2019-11-23,Comercio varejista de artigos de armarinho,"4723700,4721103,4713002,4772500,4789005",RUA,ANTONIO VALDER VIANA,243,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,4755502
211,211,25,36252595,1,10,1,ANS PUBLICIDADE,2,2020-02-05,0,,,2020-02-05,Outras atividades de publicidade não especificadas anteriormente,1813001,RUA,ADAUTO CASTELO,269,APT - I - 2? ANDAR,CENTRO,63400000.0,CE,1375,88.0,99084013.0,,,,,RADIALISTANERI@YAHOO.COM.BR,,,7319099
212,212,26,36444432,1,39,1,AK STILO BOUTIQUE,2,2020-02-20,0,,,2020-02-20,Comércio varejista de artigos do vestuário e acessórios,4755502,RUA,"DR, FRANCISCO SA",322,,CENTRO,63400000.0,CE,1375,85.0,88242112.0,,,,,FRANCISCOFERNANDES316@HOTMAIL.COM,,,4781400
213,213,27,6741144,5,9,2,LABORATORIO PRONTO ANALISE,2,2020-03-10,0,,,2020-03-10,Laboratórios clínicos,"4773300,7020400,7119704,7490199,7739002,8599604,8630501,8630502,8630503,8630506,8630599,8640204,8640206,8690999,8720401,8730199",RUA,CEL. JOAO CANDIDO,460,,CENTRO,63400000.0,CE,1375,88.0,21010020.0,,,,,CONTABILIDADE@CLINIAFAGU.COM.BR,,,8640202
214,214,28,36648153,1,97,1,GELA GUELA - DELIVERY DE BEBIDAS,2,2020-03-12,0,,,2020-03-12,Comércio varejista de bebidas,"4789099,4759899,4729699",AVENIDA,PEDRO LOPES VIEIRA,398,,CENTRO,63400000.0,CE,1375,88.0,99766309.0,,,,,LUIZCLEDSON19@GMAIL.COM,,,4723700
215,215,29,36914191,1,44,1,MOTO PECAS TORRAO,2,2020-04-11,0,,,2020-04-11,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,4543900,RUA,JOSE PEJE,394,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4541206
216,216,30,37792621,1,65,1,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS E HORTIFRUT,2,2020-07-20,0,,,2020-07-20,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",4724500,1A RUA,FRANCISCO CHAGAS ALCANTARA,160,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,98058217.0,,,,,IVAMARBEZERRA3008@GMAIL.COM,,,4712100
217,217,31,38354838,1,56,1,HORTIFRUTI AZEVEDO,2,2020-09-04,0,,,2020-09-04,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4721103,4721102",RUA,CEL JOSE DE ALBUQUERQUE,568,,CENTRO,63400000.0,CE,1375,88.0,96873582.0,,,,,HORTIFRUTIAZEVEDOCEDROCE@GMAIL.COM,,,4729699
218,218,32,39377418,1,58,1,EMPORIUM CARMAY,2,2020-10-09,0,,,2020-10-09,"Lanchonetes, casas de chá, de sucos e similares","4781400,4723700,4712100,4772500,5611201,9329804,9329803,5611205,8230002",SITIO,JOSE RAIMUNDO,30,,DISTRITO LAGEDO,63400000.0,CE,1375,88.0,99776805.0,,,,,JROBERTO25@HOTMAIL.COM.BR,,,5611203
219,219,33,39801821,1,62,1,MERCADINHO NOSSA SENHORA APARECIDA,2,2020-11-16,0,,,2020-11-16,Comercio varejista de artigos de armarinho,"4723700,4721103,4772500,4789005",1A SUBIDA,RUA OBI JUCA DINIZ,68,CASA,PRADO,63400000.0,CE,1375,88.0,81052014.0,,,,,DAYPRINCY1234@GMAIL.COM,,,4755502
220,220,35,40445679,1,47,1,FOCO ELETRICO,2,2021-01-18,0,,,2021-01-18,Comércio varejista especializado de equipamentos e suprimentos de informática,"4742300,4752100,6190699,4759899,4321500,4753900,4789007",RUA,PADRE SA,101,,CENTRO,63400000.0,CE,1375,88.0,99900831.0,,,,,FOCOELETRICOCEDROCE@GMAIL.COM,,,4751201
221,221,36,41371902,1,11,1,SYSTEC PRIME,2,2021-03-26,0,,,2021-03-26,Reparação e manutenção de equipamentos de comunicação,9511800,10A RUA,CORONEL JOSE DE ALBUQUERQUE,385,,CENTRO,63400000.0,CE,1375,88.0,96398210.0,,,,,MOAB2007@GMAIL.COM,,,9512600
222,222,37,41745160,1,47,1,COMERCIAL PADRE CICERO DE LATICINIOS,2,2021-04-28,0,,,2021-04-28,Comércio varejista de laticínios e frios,"1052000,4729699,4789004",RUA,CEL. JOAO CANDIDO,195,,FATIMA,63400000.0,CE,1375,88.0,97926640.0,88.0,96694109.0,,,COMERCIALLATICINIOSPADRECICERO@GMAIL.COM,,,4721103
223,223,38,41879632,1,54,1,MERCADINHO BAIXIO DO BENTO,2,2021-05-10,0,,,2021-05-10,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4744003,4721103,4723700,4759899,4755502,4721102,4754703,4772500,4789005",SITIO,BAIXIO DO BENTO,SN,CASA,DISTRITO SAO MIGUEL,63400000.0,CE,1375,88.0,97061736.0,,,,,DAMIAOAQUINO2018@GMAIL.COM,,,4712100
224,224,39,42130180,1,76,1,INFOCEDRO,2,2021-05-28,0,,,2021-05-28,Comércio varejista de artigos de papelaria,"4751201,8219901,8299707,4789007",RUA,VICENTE VIANA,532,,CENTRO,63400000.0,CE,1375,88.0,97439024.0,,,,,INFOCEDRO123@GMAIL.COM,,,4761003
225,225,40,42146676,1,38,1,LOTERIA DA SORTE CEDRO,2,2021-05-31,0,,,2021-05-31,Comércio varejista de artigos de papelaria,"7319002,8299707",RUA,CEL JOSE  ALBUQUERQUE,517,,CENTRO,63400000.0,CE,1375,88.0,96583939.0,,,,,ROBERLANIOCEDRO@GMAIL.COM,,,4761003
226,226,41,42190531,1,34,1,RIBAMAR CONSTRUCOES,2,2021-06-02,0,,,2021-06-02,Comércio varejista de materiais de construção em geral,"4712100,4741500,4744001,4744002",RUA,ZE PAJE,149,,CENTRO,63400000.0,CE,1375,88.0,92220845.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4744099
227,227,42,42703214,1,74,1,CEDRO PARAFUSOS E FERRAGENS,2,2021-07-13,0,,,2021-07-13,Comércio varejista de ferragens e ferramentas,"4530703,4744003,4744099",AVENIDA,VEREADOR PEDRO LOPES VIEIRA,356,,CENTRO,63400000.0,CE,1375,88.0,99099335.0,,,,,MARGARETEAUTOPECAS@GMAIL.COM,,,4744001
228,228,43,42807654,1,71,1,STEFANY VARIEDADE,2,2021-07-21,0,,,2021-07-21,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,SITIO BELISA,032,CONJ,DISTRITO ASSUNCAO,63400000.0,CE,1375,88.0,96479648.0,,,,,SSTEFHANY837@GMAIL.COM,,,4712100
229,229,44,43149287,1,29,1,MERCADINHO ESPERANCA,2,2021-08-17,0,,,2021-08-17,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4721104,4723700,4724500,4742300,4744001,4755502,4761003",RUA,AZARIAS ALVES DINIZ,405,,CENTRO,63400000.0,CE,1375,88.0,94861266.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4712100
230,230,46,44694328,1,20,1,ANDREA CALCADOS E VARIEDADES,2,2021-12-29,0,,,2021-12-29,Comércio varejista de artigos do vestuário e acessórios,"4789099,4789001,4755503,4763601,4772500,4782202,4782201",RUA,ANTONIO VALDER VIANA,113,,CENTRO,63400000.0,CE,1375,88.0,96398089.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4781400
231,231,48,47877128,1,0,1,ESPETOS E GALETERIA,2,2022-09-08,0,,,2022-09-08,Serviços de alimentação para eventos e recepções - bufê,,10A TRAVESSA,ANTONIO PEREIRA,82,,PRADO,63400000.0,CE,1375,88.0,99451792.0,,,,,MILLA.HSM@HOTMAIL.COM,,,5620102
232,232,51,48769127,1,4,1,JESSYKA DINIZ ATELIE DA BELEZA,2,2022-11-30,0,,,2022-11-30,"Cabeleireiros, manicure e pedicure","4772500,9602502",10A RUA,VEREADOR ALVES DINIZ,111,,BAIRRO DE FATIMA,63400000.0,CE,1375,88.0,21681080.0,,,,,JESSYKATHUANNY@ICLOUD.COM,,,9602501
233,233,52,48866631,1,14,1,R A SOLUCOES MEDICAS,2,2022-12-12,0,,105.0,2022-12-12,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,"8630502,8630503",RUA,ISIDORO DOMINGOS VIEIRA,242,,BAIRRO DE FATIMA,63400000.0,CE,1375,88.0,99672727.0,0.0,0.0,,,RUBENSALBUQUERQUEJR@GMAIL.COM,,,8630501
234,234,53,49279737,1,84,1,ALFA ASSESSORIA & CONSULTORIA,2,2023-01-21,0,,,2023-01-21,Treinamento em informática,"5819100,9511800,5620104,4751201,8219901,7319002,8599604,8219999,8230001",10A AVENIDA,JOAQUIM ALVES DOS SANTOS,400,,CONJUNTO HABITACIONAL,63400000.0,CE,1375,88.0,81432202.0,,,,,GABRIELCOSTAADS@GMAIL.COM,,,8599603
235,235,54,49723924,1,5,1,FESTAS & VARIEDADES,2,2023-02-27,0,,105.0,2023-02-27,Comercio varejista de artigos de armarinho,"4686902,4721104,4761003",RUA,ANTONIO VALDER VIANA,160,,CENTRO,63400000.0,CE,1375,88.0,99793170.0,0.0,0.0,,,LEIDIANA_CEDRO@HOTMAIL.COM,,,4755502
236,236,56,49866435,1,2,1,HELENA CONSTRUCOES,2,2023-03-09,0,,,2023-03-09,Obras de alvenaria,"4924800,7731400,4744004,7719599,7732201,4330403,4330404,4744099,0161002,0161003",RUA PRINCIPAL,ORION,59,,PRADO,63400000.0,CE,1375,88.0,97856695.0,,,,,RUBENSREGIS@HOTMAIL.COM,,,4399103
237,237,57,49894047,1,35,1,CEDRO NEWS,2,2023-03-10,0,,,2023-03-10,Impressão de material para outros usos,"7420004,5812302,5812301,5912099,7319099,4329101,8230002,7420001",RUA,BARAO DE STUDART,411,,PEGA AVOANTE,63400000.0,CE,1375,88.0,96280408.0,,,,,CEDRONEWSS@GMAIL.COM,,,1813099
238,238,58,50342916,1,6,1,ALYNE COSTA LTDA,2,2023-04-17,0,,,2023-04-17,Treinamento em informática,"9511800,6190699",10A RUA,BARAO DE STUDART,289,,DIVISAO,63400000.0,CE,1375,85.0,96795867.0,,,,,ALINEAMELIA2015@GMAIL.COM,,,8599603
239,239,59,50110785,1,23,1,SABORES DOS CHEFES,2,2023-03-28,0,,,2023-03-28,Restaurantes e similares,"5620104,5620103,5620102,4723700,4729699,5612100,5611204,5611203,5611205",RUA,PADRE SA,92,,CENTRO,63400000.0,CE,1375,88.0,99247144.0,,,,,THIAGO16.MONTEIRO@HOTMAIL.COM,,,5611201
