,CNPJ B,CNPJ O,CNPJ DV,MATRIZ/FIL,NOME FANT,STC,DATA STC,MOTIVO STC,CD EXT,PAIS,DT IN ATV,CNAE PRINCP,CNAE SECND,TIPO LOGR,LOGRD,NUMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICIPIO,DDD1,TELEFONE1,DDD2,TELEFONE2,DDDFAX,FAX,CORREIO ELET,ST ESPC,DATA ST ESPC,CNAE PRINCIP
460,25893296,1,48,1,,8,2016-12-31,1,,,2016-08-16,Atividades de organizações políticas,,RUA,RAIMUNDO GUEDES MARTINS,SN,,VILA OPERARIA,63400000.0,CE,1375,0.0,0.0,,,88.0,35640029.0,rodrigo22cedro@gmail.com,,,9492800
461,26167099,1,4,1,,8,2016-12-31,1,,,2016-09-14,Atividades de organizações políticas,,RUA,MARIA GONCALVES DE MATOS,287,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,88.0,35640191.0,joaobatistadiniz2015@hotmail.com,,,9492800
462,27697882,1,42,1,SERAFIM MODA MASCULINA,8,2021-12-31,75,,,2017-05-10,Comércio varejista de artigos do vestuário e acessórios,"4755502,4783102,4783101,4789001,4752100,4782201,4772500,4763602",RUA,ANTONIO VALDER VIANA,180,,CENTRO,63400000.0,CE,1375,88.0,93193277.0,,,,,serafimmodamasculina@gmail.com,,,4781400
463,28577984,1,97,1,CANGACO PETISCARIA,8,2021-06-28,1,,,2017-09-05,Comércio varejista de bebidas,"5611201,5611204,5611203",TRAVESSA,ANTONIO PEREIRA,103,,PRADO,63400000.0,CE,1375,88.0,99797708.0,,,,,CANGACOPETISCARIA@GMAIL.COM,,,4723700
464,29323609,1,83,1,MUSIC,8,2018-05-23,1,,,2017-12-27,Ensino de música,,AVENIDA,PEDRO LOPES VIEIRA,255,,CENTRO,63400000.0,CE,1375,88.0,96403802.0,,,,,,,,8592903
465,29383236,1,36,1,CASTANHAS ESTELA,8,2018-01-16,1,,,2018-01-08,Fabricação de conservas de frutas,4729699,RUA,SAO JORGE,248,,PRADO,63400000.0,CE,1375,88.0,96372175.0,,,,,castanhasestelacedro@gmail.com,,,1031700
466,29661854,1,9,1,ALTO'S BOLOS,8,2018-04-26,1,,,2018-02-09,Padaria e confeitaria com predominância de revenda,1091101,SITIO,Lagoa dos Cavalos,00,,Zona Rural,63400000.0,CE,1375,88.0,92394352.0,,,,,,,,4721102
467,30438687,1,2,1,AGUA E VIDA,8,2019-05-31,1,,,2018-05-12,Comércio varejista de bebidas,,2A LADEIRA,Predio comercial,973,CASA,Pega Avoante,63400000.0,CE,1375,88.0,97559118.0,,,,,lucas.lima4848@gmail.com,,,4723700
468,37586295,1,30,1,KA DE KABELO,8,2021-09-16,1,,,2020-07-01,Outras atividades de ensino não especificadas anteriormente,,SITIO,"SITIO VACA MORTA, DISTRITO SANTO ANTONIO",SN,,SANTO ANTONIO,63400000.0,CE,1375,85.0,99714371.0,,,,,KAMILLABARBOSAN@HOTMAIL.COM,,,8599699
469,37686479,1,71,1,MATOS VENDAS,8,2020-07-23,1,,,2020-07-10,Promoção de vendas,,DISTRITO,ALTO,SN,CASA,DISTRITO DE CANDEIAS,63400000.0,CE,1375,88.0,98490080.0,,,,,ANDREGANCALVES277@GMAIL.COM,,,7319002
470,38666007,1,10,1,,8,2021-02-28,1,,,2020-09-22,Atividades de organizações políticas,,RUA,RUA SAO JOSE,1365,,PEGA AVOANTE,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,eopovofelizdenovo@gmail.com,,,9492800
471,38684025,1,24,1,,8,2021-02-28,1,,,2020-09-22,Atividades de organizações políticas,,RUA,RUA VER  ANTONIO VIANA ARAUJO,466,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,eopovofelizdenovo@gmail.com,,,9492800
472,38687226,1,85,1,,8,2021-02-28,1,,,2020-09-23,Atividades de organizações políticas,,RUA,RUA ROSITA AFONSO ARAUJO,484,,JARDIM AONSO CELSO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,eopovofelizdenovo@gmail.com,,,9492800
473,38690279,1,55,1,,8,2021-02-28,1,,,2020-09-23,Atividades de organizações políticas,,RUA,JOAQUIM ALVES DOS SANTOS,140,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,joanmfilho@hotmail.com,,,9492800
474,38723407,1,10,1,,8,2021-02-28,1,,,2020-09-23,Atividades de organizações políticas,,RUA,JOAQUIM ALVES DOS SANTOS,140,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,deirlanches@gmail.com,,,9492800
475,38894144,1,1,1,,8,2021-02-28,1,,,2020-09-25,Atividades de organizações políticas,,RUA,TOTONHO ALVES,159,,ALTO DO PADEIRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,otrabalhocontinua12@gmail.com,,,9492800
476,30115453,1,24,1,HIDROSILVA,8,2022-11-04,1,,,2018-04-05,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,"4292802,7739099,8599604",RUA,SANTA ISABEL,36,,VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,81499244.0,,,,,CIRANDORODRIGUES@GMAIL.COM,,,8299799
477,31178119,1,82,1,,8,2018-12-31,1,,,2018-08-10,Atividades de organizações políticas,,RODOVIA,CE 103,48,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,arcadoassis@gmail.com,,,9492800
478,42926572,1,46,1,,8,2022-06-21,1,,,2021-07-30,Comércio varejista de hortifrutigranjeiros,1052000,RUA,NILTON MONTENEGRO,90,,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,94308500.0,,,,,KALINEGONCALVESMENGO@GMAIL.COM,,,4724500
479,43427423,1,3,1,MARIA AVIAMENTOS ROUPAS FASHION & PERFUMES DE LUXO,8,2023-04-05,1,,,2021-09-06,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida","1412602,1340599",RUA,VICENTINA DE ALBUQUERQUE,217,,FATIMA,63400000.0,CE,1375,88.0,97273090.0,,,,,MARIARODRIGUESFELIXMEI@GMAIL.COM,,,1412601
480,44207382,1,2,1,MERCANTIL MACEDO,8,2021-12-01,1,,,2021-11-11,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,PROFESSOR NATANAEL CORTEZ,927,,CENTRO,63400000.0,CE,1375,83.0,82003364.0,,,,,JJCARRETA@OUTLOOK.COM,,,4712100
481,46939994,1,7,1,,8,2022-11-02,1,,,2022-06-28,"Cabeleireiros, manicure e pedicure",,10A RUA,RUA ADAUTO CASTELO,750,,CENTRO,63400000.0,CE,1375,85.0,41080329.0,,,,,EDYSILVA1388@GMAIL.COM,,,9602501
482,44743380,1,20,1,COYOTE SP,8,2022-11-16,1,,,2022-01-05,Promoção de vendas,,RUA,MONSENHOR ANTONIO VIEIRA COSTA,300,CASA,ALTO DO PADEIRO,63400000.0,CE,1375,11.0,58699721.0,,,,,MATEUSALVESDIAS488@GMAIL.COM,,,7319002
483,5083890,1,66,1,LIDEC,8,2019-11-20,1,,,2002-05-15,Atividades de associações de defesa de direitos sociais,"9493600,9499500",RUA,CEL JOSE GABRIEL DINIZ,163,,CENTRO,63400000.0,CE,1375,88.0,5641483.0,,,,,,,,9430800
484,169098,1,5,1,,8,2008-12-31,71,,,1994-08-29,Comércio varejista de materiais de construção não especificados anteriormente,,RUA,SAO JOSE,710,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4744005
485,171444,5,13,2,ESCOLA DE 1 GRAU ANTONIETA JUCA MARQUES,8,2012-09-04,1,,,1994-08-26,Segurança e ordem pública,,RUA,SETE DE SETEMBRO,000072,,DIVISAO,63400000.0,CE,1375,,,,,,,,,,8424800
486,454339,1,68,1,DEIR LANCHES,8,2016-08-22,1,,,1995-02-24,"Lanchonetes, casas de chá, de sucos e similares",,AVENIDA,JOAQUIM ALVES DOS SANTOS,140,,CENTRO,63400000.0,CE,1375,88.0,99277402.0,,,,,mozarcontabil@folha.com.br,,,5611203
487,5478896,1,32,1,MARIA ZENILDA DE MATOS COM VAREJISTA ARTIGOS DO VESTUAR,8,2008-12-31,71,,,1977-11-24,Comércio varejista de artigos do vestuário e acessórios,,SITIO,LAGES,SN,TERREO,VARZEA,63400000.0,CE,1375,,,,,,,,,,4781400
488,540256,1,91,1,VAZZO IND E COMERCIO DE ROUPAS,8,2015-02-09,73,,,1995-04-11,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",1412603,,GAL  BACANA,39,,CENTRO,63400000.0,CE,1375,,,,,,,,,,1412601
489,2219508,1,0,1,,8,2021-08-26,1,,,1997-11-11,"Lanchonetes, casas de chá, de sucos e similares",,RUA,VICENTE VIANA,665,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5611203
490,673019,1,7,1,CASA BEZERRA,8,2022-01-19,1,,,1995-06-30,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,AVENIDA,JOSE QUINTINO,581,,PRADO,63400000.0,CE,1375,,,,,,,,,,4712100
491,5659173,1,30,1,,8,2016-12-20,1,,,2003-05-07,Comércio varejista de artigos do vestuário e acessórios,,RUA,ANTONIO VALDER VIANA,88,A,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
492,689978,1,2,1,,8,2016-04-13,1,,,1995-07-11,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,AVENIDA,JOSE QUINTINO,444,,PRADO,63400000.0,CE,1375,,,,,,,,,,4712100
493,700838,1,98,1,SO MODAS,8,2007-12-11,1,,,1995-07-17,Comércio varejista de artigos do vestuário e acessórios,,RUA,SAO JOSE,756,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
494,736125,1,84,1,,8,1999-07-21,1,,,1995-08-04,"Lanchonetes, casas de chá, de sucos e similares",,RUA,PE CICERO,2,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5611203
495,789184,1,10,1,,8,2003-06-02,1,,,1995-09-05,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,JULIO ALVES DOS SANTOS,67,,FATIMA,63400000.0,CE,1375,,,,,,,,,,4712100
496,7284474,2,32,2,,8,2009-02-25,1,,,1992-02-07,Armazéns gerais - emissão de warrant,,RUA,JOSE ACIOLE,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5211701
497,6088017,1,29,1,,8,2008-12-31,71,,,1980-08-26,Comércio varejista de artigos de óptica,,TRAVESSA,QUINZE DE NOVEMBRO,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4774100
498,6116640,1,48,1,AYRON FASHION JEANS,8,2023-05-08,1,,,2004-02-16,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida","4642701,4781400,1412603,4782202",RUA,ANTONIO VALDER VIANA,174,,CENTRO,63400000.0,CE,1375,85.0,32732712.0,85.0,32793782.0,85.0,32732712.0,ZSCONTAB@HOTHMAIL.COM,,,1412601
499,73403677,1,44,1,,8,2012-12-19,54,,,1993-09-28,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,PE. SA,295,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
500,73623613,1,59,1,MERCEARIA E FRIGORIFICO SAO FRANCISCO,8,2008-10-22,1,,,1993-11-04,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,RAIMUNDO PAIVA DA SILVA,118,,DIVISAO,63400000.0,CE,1375,,,,,,,,,,4712100
501,73985822,1,42,1,,8,2008-12-31,71,,,1994-01-03,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,,RUA,OBI JUCA DINIZ,4,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4729699
502,6889927,1,0,1,,8,2020-12-22,1,,,1982-03-22,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,SENADOR JOAO TOME,09,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
503,6425082,1,0,1,,8,2004-12-31,1,,,2004-07-14,Atividades de organizações políticas,,,SAO JOSE,1660,,PEDRA VOANTE,63400000.0,CE,1375,,,,,,,,,,9492800
504,6434333,1,5,1,,8,2004-12-31,1,,,2004-07-14,Atividades de organizações políticas,,RUA,FRANCISCO TEIXEIRA DE ALCANTARA,47,,ACUDE VELHO,63400000.0,CE,1375,,,,,,,,,,9492800
505,7007082,1,45,1,HOMECINE VIDEOLODADORA,8,2006-08-28,1,,,2004-09-22,Outras atividades de recreação e lazer não especificadas anteriormente,,RUA,ANTONIO VALDER VIANA,198,,CENTRO,63400000.0,CE,1375,,,,,,,,,,9329899
506,7136328,1,89,1,,8,2016-08-05,1,,,1982-12-23,Comércio varejista de combustíveis para veículos automotores,4732600,RUA,SAO JOSE,75,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4731800
507,41430679,1,36,1,,8,2015-02-09,73,,,1992-05-12,Comércio atacadista de bebidas não especificadas anteriormente,,RUA,21 DE OUTUBRO,696,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4635499
508,7141377,1,0,1,,8,2008-12-31,71,,,1966-08-16,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,DR JOAO PESSOA,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
509,7141500,1,92,1,,8,2008-12-31,71,,,1966-08-18,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,9 DE JULHO,7,,,63400000.0,CE,1375,,,,,,,,,,4711301
510,7142599,1,47,1,ARMAZEM PAPALEO,8,1982-12-23,1,,,1969-04-28,Atividade Econônica não informada,,RUA,DR FRANCISCO SA,12,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
511,23728371,1,90,1,,8,2008-12-31,71,,,1990-10-18,Atividades de associações de defesa de direitos sociais,"9493600,9499500",,LOC  ACUDE VELHO,SN,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,9430800
512,7293459,1,70,1,,8,1990-08-03,1,,,1983-08-16,Atividade Econônica não informada,,RUA,DR JOAO PESSOA,18,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
513,7513070,1,92,1,,8,2008-12-31,71,,,1970-09-25,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,DA DIVISAO,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
514,11712635,1,38,1,,8,2008-12-31,71,,,1986-10-06,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,PRESIDENTE KENNEDY,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
515,11713047,1,19,1,,8,2009-08-12,1,,,1986-10-07,Comércio varejista de materiais de construção não especificados anteriormente,,RUA,SAO JOAO BATISTA,479,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4744005
516,11759503,1,61,1,,8,2008-12-31,71,,,1987-01-28,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,RAIMUNDA C DE MOURA,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
517,11769460,1,3,1,,8,2008-12-31,71,,,1987-02-12,Comércio varejista de artigos de óptica,,RUA,RUI BARBOSA,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4774100
518,11796646,1,43,1,,8,2008-12-31,71,,,1987-05-22,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,DR JOAO PESSOA,56,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
519,12295176,1,5,1,,8,2008-12-31,71,,,1987-11-10,Atividade Econônica não informada,,PRACA,NILO DINIZ,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
520,72374069,1,96,1,MERCEARIA DJALMA,8,2008-12-31,71,,,1993-06-24,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,PADRE CICERO,16,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
521,7141450,1,43,1,,8,1985-11-04,1,,,1966-08-22,Atividade Econônica não informada,,,TV 15 DE NOVEMBRO,4,,,63400000.0,CE,1375,,,,,,,,,,8888888
522,11760170,1,90,1,,8,2008-12-31,71,,,1987-01-26,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,21 DE OUTUBRO,S N,,ALTO DO PADEIRO,63400000.0,CE,1375,,,,,,,,,,4711301
523,12240255,1,0,1,,8,2008-12-31,71,,,1987-07-14,Comércio varejista de artigos do vestuário e acessórios,,RUA,DR FRANCISCO SA,130,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
524,5478516,1,60,1,MIGUEL ARCANJO DE MATOS MERCEARIA,8,2008-12-31,71,,,1977-08-15,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,SITIO,PITOMBEIRAS,S N,TERREO,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,4711301
525,6426978,1,4,1,,8,2004-12-31,1,,,2004-07-14,Atividades de organizações políticas,,RUA,TABELIAO RAIMUNDO DOS SANTOS,000150,,CENTRO,63400000.0,CE,1375,,,,,,,,,,9492800
526,1456496,1,75,1,ARMARINHO GARCIA,8,2016-07-26,1,,,1996-10-01,Comercio varejista de artigos de armarinho,,RUA,ANTONIO VALDER VIANA,205,,CENTRO,63400000.0,CE,1375,88.0,9216438.0,,,,,herbston@brisanet.com.br,,,4755502
527,63399901,1,18,1,,8,2008-12-31,71,,,1991-02-15,Construção de edifícios,4299501,AVENIDA,JOAQUIM A DOS SANTOS,0446,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4120400
528,11584638,1,33,1,,8,2008-12-31,71,,,1986-08-29,Comércio varejista de calçados,,RUA,JOANA SIMAO,27,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4782201
529,11769429,1,64,1,,8,2008-12-31,71,,,1987-02-12,Atividade Econônica não informada,,RUA,DR FRANCISCO SA,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
530,1961565,1,6,1,,8,2015-02-09,73,,,1997-07-07,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,ESTRELO,S/N,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,9430800
531,689972,1,35,1,,8,2015-02-09,73,,,1995-07-11,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,9 DE JULHO,25,,PEGA AVOANTE,63400000.0,CE,1375,,,,,,,,,,4712100
532,5717202,1,72,1,,8,2008-12-31,71,,,1982-08-14,Atividades de práticas integrativas e complementares em saúde humana,,,LOC  KM 1 CE 113,SN,TERREO,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,8690901
533,11712981,1,16,1,,8,2008-03-25,1,,,1986-10-07,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,SITIO,LAGEDO,S N,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,4712100
534,12463279,1,29,1,ACESA,8,2023-05-03,1,,,1989-01-24,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SETOR,SANTO ANTONIO,S/N,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,9430800
535,8471089,1,86,1,GRECO VARIEDADES,8,2010-11-11,54,,,2006-11-24,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,"4712100,4772500",RUA,RUA DR. FRANCISCO SA,236,,CENTRO,63400000.0,CE,1375,88.0,35611109.0,,,,,,,,4759899
536,8471316,1,73,1,CIRCUIT MOTO PECAS E SERVICOS,8,2014-02-24,54,,,2006-11-20,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,4543900,RUA,VICENTE VIANA,552,,CENTRO,63400000.0,CE,1375,88.0,92140195.0,,,,,,,,4541206
537,8439064,1,3,1,GAUSS SOLAR TECNOLOGIA,8,2023-02-01,1,,,2006-11-20,Instalação e manutenção elétrica,"3313901,3313999,3321000,4742300",AVENIDA,CORONEL MANOEL ALEXANDRE DE MOURA,1793,,PEGA AVOANTE,63400000.0,CE,1375,85.0,99605265.0,,,85.0,32371300.0,GAUSSSOLAR@GMAIL.COM,,,4321500
538,9870279,1,39,1,,8,2008-12-31,1,,,2008-07-08,Atividades de organizações políticas,,RUA,SITIO JUNCO,000,,SÃO MIGUEL,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,,,,9492800
539,9886240,1,0,1,,8,2008-12-31,1,,,2008-07-08,Atividades de organizações políticas,,RUA,RUA SENADOR JOÃO TOMÃ,202,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,,,,9492800
540,10114075,1,57,1,,8,2008-12-31,1,,,2008-07-12,Atividades de organizações políticas,,RUA,VEREADOR JOSÃ G.VIANA,260,,FÃTIMA,63400000.0,CE,1375,88.0,35640590.0,,,88.0,35640590.0,,,,9492800
541,10931670,1,85,1,K N MODAS,8,2019-06-07,1,,,2009-06-22,Comércio varejista de artigos do vestuário e acessórios,4782201,RUA,JOAO XXIII,25,,FATIMA,63400000.0,CE,1375,88.0,99512763.0,,,,,,,,4781400
542,7205933,7,50,2,O BOTICARIO,8,2009-08-27,1,,,2009-08-14,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",8299799,RUA,VALDER VIANA,123,,CENTRO,63400000.0,CE,1375,88.0,35816194.0,,,,,ACESF@ACESFCONTABIL.COM.BR,,,4772500
543,13283233,1,90,1,NN FLORES CESTAS E PRESENTES,8,2015-04-24,1,,,2011-02-21,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4763601,4755502,4789001,4789099,4761001,1093701,9609299,9609202",RUA,Valder Viana,113,LOJA,Centro,63400000.0,CE,1375,88.0,35640226.0,,,,,natalia_combs@hotmail.com,,,4729699
544,14743958,1,87,1,,8,2013-05-31,1,,,2011-12-09,Comércio varejista de artigos do vestuário e acessórios,,1A TRAVESSA,travessa 15 de Novembro,8,,Centro,63400000.0,CE,1375,88.0,96904243.0,,,,,,,,4781400
545,15237611,1,25,1,,8,2017-07-21,1,,,2012-02-22,Comércio varejista de materiais de construção em geral,,RUA,CEL JOSE DE ALBUQUERQUE,604,,CENTRO,63400000.0,CE,1375,88.0,96581111.0,,,,,,,,4744099
546,11060298,1,41,1,STYLE VARIEDADES,8,2011-11-21,1,,,2009-08-10,Comércio varejista de artigos do vestuário e acessórios,4782201,RUA,PROFESSOR NATANAEL CORTEZ,959,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,4781400
547,15932926,1,92,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,RUA,VICENTINA DE ALBUQUERQUE,98,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
548,15948713,1,59,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,SITIO,CACHOEIRA DOS FERNANDES,SN,,VARZEA DA CONCEICAO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
549,15956616,1,8,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,RUA,JOEL PASSO,801,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
550,16010213,1,34,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,RUA,TABELIAO RAIMUNDO DOS SANTOS,150,,BAIRRO DE FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,barbosagilberto@hotmail.com,,,9492800
551,16401268,1,75,1,,8,2012-12-31,1,,,2012-07-10,Atividades de organizações políticas,,RUA,CEL. JOSE DE ALBUQUERQUE,15,,CENTRO,63400000.0,CE,1375,88.0,92605266.0,,,88.0,35641485.0,cedrodetodosnos@live.com,,,9492800
552,16419323,1,54,1,,8,2012-12-31,1,,,2012-07-11,Atividades de organizações políticas,,RUA,21 DE OUTUBRO,964,CASA,CENTRO,63400000.0,CE,1375,88.0,92632949.0,,,88.0,35641020.0,analeitece@hotmail.com,,,9492800
553,16425711,1,48,1,,8,2012-12-31,1,,,2012-07-11,Atividades de organizações políticas,,RUA,SENADOR JOAO TOME,245,CASA,CENTRO,63400000.0,CE,1375,88.0,97274899.0,,,88.0,35641020.0,prholiveira@hotmail.com,,,9492800
554,16428958,1,18,1,,8,2012-12-31,1,,,2012-07-11,Atividades de organizações políticas,,SITIO,LAGOA DA ONCA,S/N,CASA,SAO MIGUEL,63400000.0,CE,1375,88.0,92451015.0,,,88.0,35641020.0,manicelia@hotmail.com,,,9492800
555,16473364,1,29,1,,8,2012-12-31,1,,,2012-07-13,Atividades de organizações políticas,,RUA,ADAUTO CASTELO,s/n,,CENTRO,63400000.0,CE,1375,88.0,35640179.0,,,88.0,35640305.0,hertonbezerra@gmail.com,,,9492800
556,17404975,1,88,1,NETCENTER INFORMATICA,8,2017-10-19,1,,,2013-01-14,Comércio varejista especializado de equipamentos e suprimentos de informática,"9511800,8219901,8599603,4752100,6190699,8299707,1822901,4753900,4762800,4321500,4789007,4761003,7733100,4751202",RUA,CEL JOSE DE ALBUQUERQUE,402 B,,CENTRO,63400000.0,CE,1375,88.0,92260741.0,,,,,cinildo@hotmail.com,,,4751201
557,18799923,1,10,1,,8,2018-02-01,67,,,2013-09-03,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,"4530705,4732600",AVENIDA,ENEAS VIANA DE ARAUJO,37,,VILA OPRERARIO,63400000.0,CE,1375,88.0,94051412.0,,,,,,,,4541206
558,18804555,1,51,1,AURORA BUFFET & DECORACAO,8,2023-01-30,1,,,2013-09-02,Serviços de alimentação para eventos e recepções - bufê,"5620104,1091102",RUA,SAO JOSE,788,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,88.0,92916523.0,,,clebio.contabilidade@hotmail.com,,,5620102
559,4248030,4,15,2,COPEL,8,2017-12-05,1,,,2013-10-31,Comércio varejista de gás liqüefeito de petróleo (GLP),,RUA,JOSE QUINTINO,218,,PRADO,63400000.0,CE,1375,85.0,32524008.0,85.0,32524008.0,85.0,32524008.0,anisio@gestaocontabilidade.com,,,4784900
560,20017601,1,14,1,,8,2017-08-29,1,,,2014-04-03,Fabricação de massas alimentícias,"4783102,4781400,4721102,4789099,8599604,4729699,4782201,1091102,4772500",RUA,Jose Gonalves Viana,143,,Bairro de Fatima,63400000.0,CE,1375,88.0,96315289.0,,,,,patriciadinizgc@hotmail.com,,,1094500
561,23151883,1,36,1,,8,2023-02-07,1,,,2015-08-26,Comércio varejista de laticínios e frios,"4755502,4721102,4723700,4713002,4754703,4772500",RUA,SAO  JOSE,1274,,PEGA AVOANTE,63400000.0,CE,1375,88.0,35810452.0,,,,,MARCELIOCONTROLLER@HOTMAIL.COM,,,4721103
562,23577352,1,0,1,CAMILA PEREIRA DA SILVA,8,2016-11-25,1,,,2015-10-30,"Cabeleireiros, manicure e pedicure",,TRAVESSA,BELO HORIZONTE,68,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,99738845.0,,,,,,,,9602501
563,23616602,1,73,1,MOVELAR CONSTRUCOES,8,2017-02-02,1,,,2015-11-06,Comércio varejista de materiais de construção em geral,"4742300,4744003,4741500,4743100",AVENIDA,PEDRO LOPES VIEIRA,340,,CENTRO,63400000.0,CE,1375,88.0,99110364.0,,,,,,,,4744099
